5008252701,4,ty,4,1
5008252701,4,i need to rs,4,1
5008252701,4,`1 min,4,1
5008252701,131,he needs to roshan??,8,1
5008252701,2,lo,2,1
5008252701,130,yea,7,1
5008252701,2,lol,2,1
5008252701,130,he turning on the cheat,7,1
5008252701,130,cm,7,1
5008252701,130,can you ceeeeeeeeeeeeeeeeeeeeeeeeeb,7,1
5008252701,4,tyty,4,1
5008252701,3,wtf is going on ,3,1
5008252701,131,roshan too,8,1
5008252701,131,?,8,1
5008252701,1,thanks,1,1
5008252701,3,mvp cm please??,3,1
5008252701,3,mvp cm pls,3,1
5008252701,1,?,1,1
5008252701,3,cm with triple doubles,3,1
5008252702,0,good spin bro,0,0
5008252702,0,that almost did like 10 damange,0,0
5008252702,4,ez,4,0
5008252702,4,nice gank,4,0
5008252702,4,nice hook pudge,4,0
5008252702,4,you need invincibilty to kill a support lol,4,0
5008252702,4,thats sad,4,0
5008252702,4,LOL,4,0
5008252702,131,Ez,8,0
5008252702,4,you can say that again,4,0
5008252702,131,who kill me,8,0
5008252702,131,?,8,0
5008252702,131,and cant,8,0
5008252702,4,are you in lane???,4,0
5008252702,4,getting exp?,4,0
5008252702,4,oh you arent,4,0
5008252702,4,you need a rubick to save your ass lol,4,0
5008252702,3,ez carry,3,0
5008252702,131,ez,8,0
5008252702,131,am,8,0
5008252702,131,cm,8,0
5008252702,131,come,8,0
5008252702,131,with ur carry,8,0
5008252702,1,this cm sucks bro,1,0
5008252702,131,noob,8,0
5008252702,131,i know,8,0
5008252702,131,haha,8,0
5008252702,4,am i supposed to solo an abadon??,4,0
5008252702,131,herald,8,0
5008252702,131,cm,8,0
5008252702,131,sorry for u pa,8,0
5008252702,4,thanks buddy,4,0
5008252702,1,she will just argue cluelessly bro its useless,1,0
5008252702,129, easy,6,0
5008252702,3,and phantom ,3,0
5008252702,4,pa screams for wards she has lol,4,0
5008252702,129, PUDGE NOB,6,0
5008252702,4,so id trust her soooo much,4,0
5008252702,1,go deward see if u find any lol u wont,1,0
5008252702,4,here she goes feeding again lol,4,0
5008252702,4,LOL,4,0
5008252702,4,BYE,4,0
5008252702,131,hahaha,8,0
5008252702,4,dead bot,4,0
5008252702,4,they are trying to feed at this point,4,0
5008252702,128,in your face,5,0
5008252702,4,she doesnt even have boots lol,4,0
5008252702,4,WOW,4,0
5008252702,4,pa sucks,4,0
5008252702,3,stupids players men,3,0
5008252702,4,HAHAHAHAHAHA,4,0
5008252702,128,ez,5,0
5008252702,3,EZ TEAM,3,0
5008252702,131,bored,8,0
5008252702,4,then leave,4,0
5008252702,4,no one likes you anyways,4,0
5008252702,1,cm is so lame lol,1,0
5008252702,4,thanks!,4,0
5008252702,3,Shit is eeuu,3,0
5008252702,131,bored,8,0
5008252702,0,"tell me about it, I've been bored",0,0
5008252702,129,UZU +,6,0
5008252702,4,bored of having NP carry you?,4,0
5008252702,3,REPORTTT,3,0
5008252702,3,Team is stupid,3,0
5008252702,3,end please,3,0
5008252702,4,"yeah, you have no atos and no one else carries detection",4,0
5008252702,4,great team,4,0
